model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
 5.02e-02	 2.23e-06	 2.92e-06	1D_2_4b	4	0.75118944	-0.27620371	1.25	1	0.45873929	0.50537953	0.093133589	0.19220084	3.8714749	0.96816212	-0.65786116	-1.0702212	-0.90005179	0.038259403	0.17302766	0.12283424	0.04589384	0.39828139	1.5969039	1.9114306	-4.8618157	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 5.02e-02	 6.51e-07	 9.04e-07	1D_2_4b	4	0.7511937	-0.27620425	1.25	1	0.45873811	0.50537973	0.093133631	0.19219878	3.871476	0.96816262	-0.65786161	-1.0702164	-0.90004888	0.038259416	0.17302599	0.12283328	0.045893568	0.39828202	1.5969072	1.9114296	-4.8618159	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 6.17e-02	 6.18e-03	 1.00e+06	1D_2_4b	4	0.59630635	-0.2569949	1.2	1	0.45215995	0.49534815	0.090006767	0.25305382	3.8427878	0.95207917	-0.64607106	-1.1834023	-0.96940134	0.037249472	0.22006734	0.14942799	0.052101635	0.38311554	1.5032279	1.9632802	-4.7090356	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.20e-02	 1.29e-03	 2.16e-03	1D_2_4b	4	0.60838187	-0.2543562	1.2	1	0.45243924	0.49526121	0.090177252	0.24835173	3.8452675	0.95319039	-0.64700833	-1.17547	-0.9632315	0.037303693	0.21656554	0.14716306	0.0516193	0.38428789	1.5097812	1.9601129	-4.6961105	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.19e-02	 4.19e-04	 4.18e-04	1D_2_4b	4	0.60626513	-0.25371721	1.2	1	0.45121964	0.49475609	0.090138659	0.2482147	3.8453212	0.95323206	-0.64708613	-1.1746008	-0.9626891	0.03729009	0.21645933	0.14712924	0.051547038	0.38442967	1.5103537	1.9607105	-4.6922595	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.19e-02	 4.33e-05	 1.39e-04	1D_2_4b	4	0.60707287	-0.25391419	1.2	1	0.4512082	0.49485485	0.090150912	0.24785053	3.8455282	0.95331065	-0.64715757	-1.1739903	-0.96222137	0.037294	0.21618108	0.14694024	0.051512495	0.38451509	1.5107814	1.9604732	-4.6928982	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.19e-02	 1.50e-05	 3.49e-05	1D_2_4b	4	0.60713481	-0.25392037	1.2	1	0.45114807	0.49485633	0.090151994	0.24777541	3.8455677	0.95332842	-0.64717434	-1.1738334	-0.96211537	0.0372943	0.21612355	0.14690477	0.051502778	0.38453754	1.5108917	1.9604514	-4.6928374	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.19e-02	 4.36e-06	 1.03e-05	1D_2_4b	4	0.60715997	-0.25392616	1.2	1	0.45113305	0.4948586	0.090152427	0.24775236	3.8455801	0.95333377	-0.64717935	-1.1737873	-0.96208369	0.037294428	0.21610587	0.14689366	0.051499975	0.3845441	1.5109238	1.9604429	-4.692838	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.19e-02	 1.18e-06	 2.98e-06	1D_2_4b	4	0.60716729	-0.25392779	1.2	1	0.45112867	0.49485928	0.090152556	0.24774568	3.8455837	0.95333533	-0.6471808	-1.1737739	-0.96207456	0.037294466	0.21610075	0.14689045	0.051499163	0.384546	1.5109332	1.9604404	-4.692838	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 6.19e-02	 3.45e-07	 8.49e-07	1D_2_4b	4	0.60716922	-0.25392822	1.2	1	0.45112738	0.49485946	0.09015259	0.24774381	3.8455847	0.95333577	-0.6471812	-1.1737701	-0.96207199	0.037294476	0.21609932	0.14688955	0.051498933	0.38454654	1.5109358	1.9604397	-4.6928378	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 7.15e-02	 6.92e-03	 1.00e+06	1D_2_4b	4	0.47493712	-0.2364661	1.15	1	0.44611069	0.48472576	0.086612162	0.32668047	3.8042237	0.93454794	-0.63248067	-1.2913173	-1.0538471	0.036134099	0.27256243	0.18411107	0.058548014	0.36680899	1.4121141	2.0166766	-4.5528388	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.17e-02	 1.08e-03	 2.36e-03	1D_2_4b	4	0.48861456	-0.23478197	1.15	1	0.44737279	0.48478622	0.086841243	0.31934608	3.8086904	0.93598178	-0.63383884	-1.2822484	-1.0441189	0.036208312	0.26755252	0.18015169	0.057954045	0.36832212	1.4193851	2.0124142	-4.543698	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.16e-02	 3.54e-04	 5.84e-04	1D_2_4b	4	0.48718061	-0.23425065	1.15	1	0.44592634	0.48432932	0.08681191	0.31881157	3.8089385	0.93612498	-0.63402164	-1.2806045	-1.0430574	0.036197314	0.26716877	0.17995238	0.057831917	0.36857862	1.4204651	2.0130202	-4.5398015	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.16e-02	 4.77e-05	 1.94e-04	1D_2_4b	4	0.487839	-0.23445481	1.15	1	0.44581611	0.48444292	0.086826235	0.31829713	3.8092483	0.9362273	-0.63412	-1.2798621	-1.0424177	0.036201928	0.26680175	0.1796791	0.057787126	0.3686904	1.4209484	2.0127862	-4.5403468	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.16e-02	 1.11e-05	 4.71e-05	1D_2_4b	4	0.4878252	-0.23445671	1.15	1	0.44572173	0.4844423	0.086826702	0.31822112	3.8092874	0.93624572	-0.63413834	-1.2797019	-1.0423142	0.036202018	0.2667467	0.17964561	0.057776685	0.36871412	1.4210519	2.0127922	-4.540237	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.16e-02	 2.57e-06	 1.17e-05	1D_2_4b	4	0.48783513	-0.23446341	1.15	1	0.4457033	0.48444581	0.0868271	0.31819865	3.8092998	0.93625079	-0.63414323	-1.2796608	-1.0422858	0.036202137	0.26673043	0.1796349	0.057774126	0.36872014	1.4210779	2.0127884	-4.5402394	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.16e-02	 5.83e-07	 2.74e-06	1D_2_4b	4	0.48783551	-0.23446445	1.15	1	0.4456983	0.48444637	0.086827162	0.31819404	3.8093022	0.93625188	-0.63414428	-1.2796516	-1.0422799	0.036202155	0.26672708	0.17963283	0.057773546	0.36872148	1.4210838	2.0127882	-4.5402375	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 7.94e-02	 3.03e-03	 1.00e+06	1D_2_4b	4	0.39319237	-0.21781354	1.1	1	0.44244824	0.47414079	0.083292369	0.40049641	3.7636712	0.9179162	-0.61966582	-1.3793749	-1.1340477	0.035019504	0.32069205	0.21927831	0.064135549	0.35212874	1.3371579	2.0617987	-4.402715	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.95e-02	 6.89e-04	 1.21e-03	1D_2_4b	4	0.39917571	-0.21735208	1.1	1	0.44328935	0.47427884	0.083415011	0.39631047	3.7664351	0.91862723	-0.62037371	-1.3754678	-1.128716	0.035060216	0.31807655	0.21691296	0.063864739	0.3528528	1.340113	2.0597238	-4.3999086	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.94e-02	 1.37e-04	 3.29e-04	1D_2_4b	4	0.39812879	-0.21705264	1.1	1	0.4424842	0.47402656	0.083392477	0.3963501	3.7663359	0.918657	-0.62042716	-1.3748923	-1.1285885	0.035052005	0.31809065	0.21700983	0.0638201	0.35293409	1.3404446	2.0602762	-4.3978037	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.94e-02	 3.69e-05	 8.83e-05	1D_2_4b	4	0.39837147	-0.21715806	1.1	1	0.44245823	0.47409527	0.083399273	0.39612455	3.7664831	0.91869615	-0.62046518	-1.3746395	-1.1283402	0.035054279	0.31793942	0.2168841	0.063805355	0.35297314	1.3405775	2.0601842	-4.3981465	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.94e-02	 3.15e-06	 1.76e-05	1D_2_4b	4	0.39831357	-0.21714949	1.1	1	0.44241366	0.47408933	0.083398318	0.39613158	3.7664737	0.91869736	-0.62046671	-1.3746133	-1.1283467	0.035053935	0.31794266	0.21689277	0.06380358	0.35297614	1.3405899	2.0602124	-4.3980692	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.94e-02	 1.21e-06	 2.78e-06	1D_2_4b	4	0.39831754	-0.21715316	1.1	1	0.44241161	0.47409183	0.083398483	0.39612679	3.7664766	0.91869828	-0.62046752	-1.374607	-1.1283423	0.03505399	0.3179393	0.21689028	0.063803246	0.35297701	1.3405927	2.0602108	-4.3980814	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 7.94e-02	 7.56e-08	 4.43e-07	1D_2_4b	4	0.39831544	-0.2171529	1.1	1	0.44241044	0.47409168	0.083398447	0.39612753	3.766476	0.91869822	-0.62046746	-1.3746069	-1.1283432	0.035053978	0.31793974	0.21689083	0.06380324	0.35297699	1.3405926	2.0602117	-4.3980795	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 8.55e-02	 1.59e-03	 1.00e+06	1D_2_4b	4	0.33860961	-0.20199311	1.05	1	0.44126688	0.46379519	0.080165971	0.46866376	3.7259707	0.90268279	-0.60845058	-1.4493538	-1.2023405	0.03394735	0.36147061	0.25078711	0.068754549	0.3395258	1.2777657	2.0965226	-4.2623251	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 8.55e-02	 3.52e-04	 8.38e-04	1D_2_4b	4	0.33548263	-0.20238306	1.05	1	0.44089685	0.46407895	0.080104759	0.47195393	3.7236463	0.90219988	-0.60788295	-1.4520161	-1.2067898	0.033927422	0.3633415	0.25270124	0.068961834	0.33898123	1.2759624	2.0974361	-4.2650533	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 8.55e-02	 5.37e-05	 2.71e-04	1D_2_4b	4	0.33590382	-0.20240126	1.05	1	0.44145843	0.46413815	0.080113095	0.47211623	3.7235888	0.9021475	-0.60781081	-1.4526357	-1.207035	0.033930677	0.36346658	0.25274105	0.069002211	0.33889895	1.275704	2.0970958	-4.2658093	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 8.55e-02	 2.50e-05	 6.36e-05	1D_2_4b	4	0.33585807	-0.2023446	1.05	1	0.44152462	0.46409526	0.0801106	0.47221881	3.7235243	0.90212842	-0.60779209	-1.4527785	-1.2071254	0.033929839	0.36353684	0.25279362	0.069009891	0.33887977	1.2756583	2.0970967	-4.2656643	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 8.55e-02	 2.69e-06	 1.10e-05	1D_2_4b	4	0.33590048	-0.20234673	1.05	1	0.44155098	0.46409716	0.080111448	0.47219822	3.7235418	0.90213001	-0.60779365	-1.4527826	-1.2070997	0.033930138	0.36352616	0.25277896	0.069009964	0.33888062	1.2756601	2.0970748	-4.2656928	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 8.55e-02	 9.52e-07	 1.43e-06	1D_2_4b	4	0.3358962	-0.20234454	1.05	1	0.44154952	0.46409522	0.080111308	0.47220055	3.72354	0.90212973	-0.60779352	-1.4527833	-1.207101	0.033930088	0.36352769	0.25278044	0.069009948	0.33888054	1.2756604	2.0970771	-4.2656822	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
 8.55e-02	 2.53e-07	 4.41e-07	1D_2_4b	4	0.33589796	-0.202345	1.05	1	0.44154997	0.46409557	0.080111354	0.47219914	3.723541	0.90212991	-0.6077937	-1.4527825	-1.2070995	0.033930104	0.36352684	0.25277958	0.069009897	0.3388807	1.2756608	2.0970763	-4.2656841	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:13	U=U_1;mu=mu_1;t=t_1
distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 9.20e-05	 1.69e-01	 1.00e+06	1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.02e-04	 2.98e-02	 2.57e-02	1D_2_4b	4	1.2125143	-1.2125143	2	1	0.61059561	0.61059561	0.10243189	0.093366127	3.9066339	1	-0.67685979	-0.82180192	-0.82180192	0.041247814	0.088826223	0.088826223	0.036376196	0.4219759	1.7822714	1.7822714	-10.161484	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.14e-04	 1.33e-02	 5.84e-03	1D_2_4b	4	1.1704256	-1.1704256	2	1	0.61222434	0.61222434	0.10340336	0.09813463	3.9018654	1	-0.67525981	-0.8400643	-0.8400643	0.041569937	0.093155369	0.093155369	0.037671716	0.41917532	1.7750871	1.7750871	-10.003892	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.18e-04	 4.10e-03	 1.66e-03	1D_2_4b	4	1.1516841	-1.1516841	2	1	0.61036844	0.61036844	0.10360817	0.099379398	3.9006206	1	-0.67485012	-0.84443885	-0.84443885	0.041637614	0.094286021	0.094286022	0.037958412	0.41853447	1.7736198	1.7736198	-9.9295016	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.19e-04	 1.17e-03	 4.67e-04	1D_2_4b	4	1.1459294	-1.1459294	2	1	0.60966818	0.60966818	0.10365962	0.099719039	3.900281	1	-0.67473917	-0.84559769	-0.84559769	0.041654591	0.094594689	0.094594689	0.038031915	0.41836787	1.7732574	1.7732574	-9.906445	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 3.29e-04	 1.30e-04	1D_2_4b	4	1.1442845	-1.1442845	2	1	0.60945798	0.60945798	0.10367343	0.099812821	3.9001872	1	-0.67470861	-0.84591466	-0.84591466	0.041659148	0.094679936	0.094679936	0.038051798	0.41832259	1.7731607	1.7731607	-9.8998383	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 9.15e-05	 3.63e-05	1D_2_4b	4	1.1438238	-1.1438238	2	1	0.60939825	0.60939825	0.10367723	0.09983881	3.9001612	1	-0.67470015	-0.84600225	-0.84600225	0.0416604	0.094703562	0.094703562	0.038057272	0.41831011	1.7731342	1.7731342	-9.8979862	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 2.54e-05	 1.01e-05	1D_2_4b	4	1.1436955	-1.1436955	2	1	0.60938155	0.60938155	0.10367828	0.09984602	3.900154	1	-0.6746978	-0.84602652	-0.84602652	0.041660746	0.094710117	0.094710117	0.038058787	0.41830665	1.7731269	1.7731269	-9.8974704	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 7.06e-06	 2.80e-06	1D_2_4b	4	1.1436599	-1.1436599	2	1	0.60937691	0.60937691	0.10367857	0.099848021	3.900152	1	-0.67469715	-0.84603326	-0.84603326	0.041660842	0.094711936	0.094711936	0.038059208	0.41830569	1.7731248	1.7731248	-9.8973271	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 1.96e-06	 7.77e-07	1D_2_4b	4	1.14365	-1.14365	2	1	0.60937562	0.60937562	0.10367865	0.099848577	3.9001514	1	-0.67469697	-0.84603513	-0.84603513	0.041660869	0.094712441	0.094712441	0.038059324	0.41830542	1.7731243	1.7731243	-9.8972873	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 5.43e-07	 2.16e-07	1D_2_4b	4	1.1436472	-1.1436472	2	1	0.60937526	0.60937526	0.10367867	0.099848731	3.9001513	1	-0.67469692	-0.84603565	-0.84603565	0.041660876	0.094712581	0.094712581	0.038059357	0.41830535	1.7731241	1.7731241	-9.8972763	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.20e-04	 1.51e-07	 5.98e-08	1D_2_4b	4	1.1436465	-1.1436465	2	1	0.60937516	0.60937516	0.10367868	0.099848774	3.9001512	1	-0.6746969	-0.84603579	-0.84603579	0.041660879	0.09471262	0.09471262	0.038059366	0.41830533	1.7731241	1.7731241	-9.8972732	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 1.23e-04	 2.32e-02	 1.00e+06	1D_2_4b	4	1.1436462	-1.1436462	1.95	1	0.60937513	0.60937513	0.1025134	0.10227826	3.9024594	0.99763116	-0.67467625	-0.85533928	-0.83708459	0.04128635	0.096836929	0.092687321	0.038080528	0.41825654	1.7615795	1.7844181	-9.7973908	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.27e-04	 8.31e-03	 4.69e-03	1D_2_4b	4	1.1756982	-1.1100771	1.95	1	0.60851653	0.60994403	0.10334036	0.10056369	3.9008045	0.99931593	-0.6746871	-0.84869154	-0.84356041	0.041552487	0.095336524	0.094144026	0.038064852	0.41829177	1.7697632	1.7764387	-9.6629119	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 2.57e-03	 1.33e-03	1D_2_4b	4	1.1870546	-1.0979442	1.95	1	0.6087452	0.60940917	0.10357554	0.1000524	3.9003422	0.99980268	-0.67469585	-0.84674693	-0.84529155	0.041627804	0.094890219	0.094547271	0.038055034	0.41831186	1.7721934	1.7741331	-9.61419	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 7.74e-04	 3.98e-04	1D_2_4b	4	1.1904874	-1.0941324	1.95	1	0.60882114	0.60919087	0.10364491	0.099899362	3.9002058	0.99994742	-0.67469887	-0.84616407	-0.8457953	0.041649989	0.094756681	0.094666092	0.038051437	0.41831901	1.7729228	1.7734504	-9.5988592	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 2.32e-04	 1.19e-04	1D_2_4b	4	1.1915047	-1.092969	1.95	1	0.6088414	0.60911944	0.10366562	0.099853781	3.9001648	0.9999907	-0.67469973	-0.84598998	-0.84594576	0.041656608	0.094716918	0.094701771	0.038050329	0.41832118	1.7731414	1.7732466	-9.594177	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.29e-04	 6.95e-05	 3.57e-05	1D_2_4b	4	1.1918061	-1.092617	1.95	1	0.60884686	0.60909726	0.10367182	0.099840238	3.9001525	1.0000037	-0.67469996	-0.84593815	-0.84599106	0.041658591	0.094705107	0.094712541	0.038050009	0.41832179	1.7732068	1.7731855	-9.5927599	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 2.08e-05	 1.07e-05	1D_2_4b	4	1.1918956	-1.0925108	1.95	1	0.60884838	0.60909049	0.10367368	0.099836216	3.9001487	1.0000075	-0.67470001	-0.84592273	-0.84600472	0.041659186	0.094701601	0.094715795	0.03804992	0.41832196	1.7732263	1.7731672	-9.5923324	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 6.24e-06	 3.21e-06	1D_2_4b	4	1.1919222	-1.0924788	1.95	1	0.6088488	0.60908843	0.10367424	0.099835022	3.9001476	1.0000087	-0.67470003	-0.84591815	-0.84600885	0.041659364	0.094700561	0.094716779	0.038049895	0.41832201	1.7732322	1.7731618	-9.5922036	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 1.87e-06	 9.61e-07	1D_2_4b	4	1.1919301	-1.0924692	1.95	1	0.60884892	0.60908781	0.10367441	0.099834667	3.9001473	1.000009	-0.67470003	-0.84591679	-0.84601009	0.041659418	0.094700252	0.094717075	0.038049888	0.41832202	1.7732339	1.7731601	-9.5921648	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 5.60e-07	 2.88e-07	1D_2_4b	4	1.1919325	-1.0924663	1.95	1	0.60884896	0.60908762	0.10367446	0.099834561	3.9001471	1.0000091	-0.67470003	-0.84591638	-0.84601046	0.041659434	0.09470016	0.094717165	0.038049886	0.41832203	1.7732345	1.7731596	-9.5921532	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.30e-04	 1.68e-07	 8.63e-08	1D_2_4b	4	1.1919332	-1.0924654	1.95	1	0.60884897	0.60908756	0.10367448	0.09983453	3.9001471	1.0000092	-0.67470003	-0.84591626	-0.84601058	0.041659439	0.094700132	0.094717192	0.038049885	0.41832203	1.7732346	1.7731595	-9.5921496	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1

distance	diff_param	diff_hybrid	model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	time	dependent_parameters	
 1.59e-04	 1.95e-03	 1.00e+06	1D_2_4b	4	1.2402206	-1.0412841	1.9	1	0.60832281	0.60879996	0.10367028	0.099820275	3.900143	1.0000184	-0.67470316	-0.84579654	-0.84598542	0.041658	0.094687637	0.094721803	0.038040396	0.41833874	1.7733454	1.7731949	-9.2870249	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 2.06e-04	 1.23e-04	1D_2_4b	4	1.2372579	-1.0389944	1.9	1	0.60752412	0.60810714	0.10365048	0.099814562	3.9001612	1.0000121	-0.67470982	-0.84567238	-0.84582354	0.041651432	0.094683223	0.094706853	0.038022274	0.41837097	1.7734502	1.7733661	-9.2771288	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 2.91e-05	 1.31e-05	1D_2_4b	4	1.2369193	-1.0387832	1.9	1	0.60744969	0.60804224	0.10364845	0.09981879	3.9001613	1.00001	-0.67470937	-0.84567854	-0.8458141	0.041650768	0.094687078	0.094706986	0.038021399	0.4183722	1.773448	1.7733852	-9.276221	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 5.90e-06	 2.33e-06	1D_2_4b	4	1.2368657	-1.0387632	1.9	1	0.60744148	0.60803562	0.10364818	0.099820481	3.9001609	1.0000093	-0.67470905	-0.8456838	-0.8458145	0.041650681	0.094688598	0.094707372	0.038021515	0.41837187	1.7734446	1.7733882	-9.2761358	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
 1.60e-04	 1.49e-06	 6.09e-07	1D_2_4b	4	1.2368541	-1.0387613	1.9	1	0.60744027	0.60803482	0.10364812	0.099821003	3.9001608	1.0000091	-0.67470895	-0.84568559	-0.84581484	0.041650664	0.094689065	0.094707501	0.038021579	0.41837172	1.7734434	1.7733888	-9.276128	R0:N6:S0:1	86dada6	v.1.0.7	2022-10-13@10:21	U=U_1;mu=mu_1;t=t_1
